Type / Creator / Imprint,Publisher,Author,Title,Extra Title Info,Permanent Location,Call Number,Date,Status,Material Type,MMS ID
"Book By Friends of the Fairfield Public Library (Fairfield, Iowa). Cookbook Committee. (Audubon, Iowa : Jumbo Jack's Cookbooks, 1992.)","Fairfield, Iowa). Cookbook Committee. (Audubon, Iowa : Jumbo Jack's Cookbooks, 1992.)",Friends of the Fairfield Public Library,Friends of the Fairfield Public Library cookbook,"[Friends of the Fairfield Public Library, Cookbook Committee].",PARKS General Collection,TX715.2 M53 F753x 1992,1992,Item in place,Book,990016273380102756
"Book By Friends of the Belmond Public Library. (Belmond, IA (440 E. Main St., Belmond 50421) : Mail orders to: Friends of the Belmond Public Library, Talbot Belmond Public Library, [2005])","Belmond, IA (440 E. Main St., Belmond 50421) : Mail orders to: Friends of the Belmond Public Library, Talbot Belmond Public Library, [2005])",Friends of the Belmond Public Library.,"A taste of Belmond : Belmond, Iowa 1856-2006.",,PARKS General Collection,TX715.2 M53 T3722x 2005,2005,Item in place,Book,990015904740102756
"Book By First Federated Church (Des Moines, Iowa) (Olathe, Kan. : Cookbook Publishers, [1985])","Des Moines, Iowa) (Olathe, Kan. : Cookbook Publishers, [1985])",First Federated Church,Federated's finest : a collection of our church's favorite recipes.,,PARKS General Collection,TX715.2 M53 F42x 1985,1985,Item in place,Book,990019110800102756
"Book By Clarksville Young Women's Club, Jr. (Clarksville, Iowa) ([Clarksville, Iowa] : Clarksville Young Women's Club, Jr, [between 1970-1980?])","Clarksville, Iowa) ([Clarksville, Iowa] : Clarksville Young Women's Club, Jr, [between 1970-1980?])","Clarksville Young Women's Club, Jr.","Clarksville, Iowa kitchen fun : recipes from our own area plus Microwave Oven Section","presented by Clarksville Young Women's Club, Jr., I.F.W.C. 3rd District, Butler County.",PARKS General Collection,TX715.2 M53 C53x 1970,1970,Item in place,Book,990014866600102756
"Book By Peace Lutheran Church (Ryan, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1973.)","Ryan, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1973.)",Peace Lutheran Church,"Peace Lutheran Church cook book, Ryan, Iowa",[Peace Lutheran Church],PARKS General Collection,TX715.2 M53 P43x 1973,1973,Item in place,Book,990015230540102756
"Book By Winthrop (Iowa). Winthrop Commercial Club. (Deep River, Iowa : Brennan Printing, 1982.)","Iowa). Winthrop Commercial Club. (Deep River, Iowa : Brennan Printing, 1982.)",Winthrop,"Our best recipes, 1857-1982, Winthrop, Iowa",[Winthrop Commercial Club],PARKS General Collection,TX715.2 M53 O97x 1982,1982,Item in place,Book,990014677130102756
"Book By Fraternal Order of Eagles. Ottumwa Aerie Number 82 (Ottumwa, Iowa). Ladies Auxiliary. (Collierville, Tenn. : Fundcraft Publishing, Inc., [1984])","Ottumwa, Iowa). Ladies Auxiliary. (Collierville, Tenn. : Fundcraft Publishing, Inc., [1984])",Fraternal Order of Eagles. Ottumwa Aerie Number 82,"Ladies Auxiliary to the Fraternal Order of Eagles, Aerie No. 114, Ottumwa, Iowa, year book, 1984-1985.",,PARKS General Collection,TX715.2 M53 L32x 1984,1984,Item in place,Book,990016301180102756
"Book By New Sharon Band Boosters. ([Kansas City, Mo.] : Bev-Ron Publishing Co., 1948.)","[Kansas City, Mo.] : Bev-Ron Publishing Co., 1948.)",New Sharon Band Boosters.,"What's cookin'? in New Sharon, Iowa.",,PARKS Special Collections,TX715.2 M53 W5322x 1948,1948,Item in place,Book,990015075450102756
"Book By United Methodist Church (Washta, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1983.)","Washta, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1983.)",United Methodist Church,Washta United Methodist Church [cookbook] : 1884-1984.,,PARKS General Collection,TX715.2 M53 W37x 1983,1983,Item in place,Book,990016204990102756
"Book By Driftmier, Leanna Field, (Shenandoah, Iowa : Printed in the Private Print Shop of the Henry Field Seed Co., [between 1920 and 1929?])","Shenandoah, Iowa : Printed in the Private Print Shop of the Henry Field Seed Co., [between 1920 and 1929?])","Driftmier, Leanna Field,",Vegetable cook book,compiled by Leanna Field Driftmier.,PARKS Special Collections,TX801 V439x 1920z,TX801 V439x 1920z,Item in place,Book,990019260110102756
"Book By First Presbyterian Church (Mount Pleasant, Iowa). (Mount Pleasant, Iowa : First Presbyterian Church?, 1989.)","Mount Pleasant, Iowa). (Mount Pleasant, Iowa : First Presbyterian Church?, 1989.)",First Presbyterian Church,Sesquicentennial cookbook 1990,"First Presbyterian Church, Mount Pleasant, Iowa.",PARKS General Collection,TX715.2 M53 S482x 1989,1989,Item in place,Book,990016155700102756
"Book By Epsilon Sigma Alpha. Gamma Delta Chapter. (Kansas City, Kan. : Bev-Ron Publishing Company, [1972])","Kansas City, Kan. : Bev-Ron Publishing Company, [1972])",Epsilon Sigma Alpha. Gamma Delta Chapter.,"What's cookin' in Clinton, Iowa in the kitchens of Gamma Delta and Beta Rho","[Epsilon Sigma Alpha (ESA) international sorority, Gamma Delta and Beta Rho chapters in Clinton, Iowa]",PARKS General Collection,TX715.2 M53 W5327x 1972,1972,Item in place,Book,990016281080102756
"Book By Good Samaritan Center (Keosauqua, Iowa). (Iowa Falls, Iowa : General Publishing and Binding, 1986.)","Keosauqua, Iowa). (Iowa Falls, Iowa : General Publishing and Binding, 1986.)",Good Samaritan Center,"Good Sam home and family cook book : Keosauqua, Iowa, 52565",[Good Samaritan Center].,PARKS General Collection,TX715.2 M53 G654x 1986,1986,Item in place,Book,990016853640102756
"Book By Young, Norma Rose Fowler, (Coventry, CT : Charity Cookbook Ladies, [1995])","Coventry, CT : Charity Cookbook Ladies, [1995])","Young, Norma Rose Fowler,",Exclusively corn cookbook,"Rose Fowler, co-ordinator and Valerie Pritchard ; Sondra Astor Stave, editor ; Marilyn Richardson, illustrator.",PARKS General Collection,TX809 M2 E93x 1995,1995,Item in place,Book,990018665850102756
"Book By Parkins, Tom, ([Polk County, Iowa?] : [Polk County Committee?], [between 1987 and 1997?])","[Polk County, Iowa?] : [Polk County Committee?], [between 1987 and 1997?])","Parkins, Tom,",Polk County auditor's potluck cookbook,"Tom Parkins, Democrat.",PARKS Special Collections,TX715.2.M53 P66x,TX715.2.M53 P66x,Item in place,Book,9921667516802756
"Book By Quasquicentennial Cookbook Committee (Sac City, Iowa) (Ames, Iowa : Nite Owl Copy Center and Blueprinting, 1980.)","Sac City, Iowa) (Ames, Iowa : Nite Owl Copy Center and Blueprinting, 1980.)",Quasquicentennial Cookbook Committee,Sac City cookbook,[the Quasquicentennial Cookbook Committee],PARKS General Collection,TX715.2 M53 S235x 1980,1980,Item in place,Book,990019162780102756
"Book By Royal View Manor (Des Moines, Iowa) (Des Moines, Iowa : Commercial Copy Center, 1976.)","Des Moines, Iowa) (Des Moines, Iowa : Commercial Copy Center, 1976.)",Royal View Manor,"Royal View Manor cookbook : the ""something different"" cookbook, with recipes and ideas you will always treasure",[compiled by Royal View Manor].,PARKS General Collection,TX715.2 M53 R69x 1976,1976,Item in place,Book,990018547430102756
"Book By First Assembly of God Church (Ames, Iowa) (Audubon, Iowa : Jumbo Jack's Cookbooks, 2002.)","Ames, Iowa) (Audubon, Iowa : Jumbo Jack's Cookbooks, 2002.)",First Assembly of God Church,First Assembly of God cookbook.,,PARKS General Collection,TX715.2 M53 F5727x 2002,2002,Item in place,Book,990016791400102756
"Book By Federated Garden Clubs of Iowa. (Iowa Falls, Iowa : General Publishing and Binding, 1983.)","Iowa Falls, Iowa : General Publishing and Binding, 1983.)",Federated Garden Clubs of Iowa.,Cook book of Federated Garden Clubs of Iowa.,,PARKS General Collection,TX715.2 M53 C6667x 1983,1983,Item in place,Book,990019217970102756
"Book By Daughters of Rebekah. Junietta Rebekah Lodge No. 185 (Eagle Grove, Iowa) (Eagle Grove, Iowa : Junietta Rebekah Lodge #185, [between 1976-1986?])","Eagle Grove, Iowa) (Eagle Grove, Iowa : Junietta Rebekah Lodge #185, [between 1976-1986?])",Daughters of Rebekah. Junietta Rebekah Lodge No. 185,"Eagle Grove, Iowa, kitchen fun : recipes from our own members plus microwave oven section",presented by Junietta Rebekah Lodge #185.,PARKS General Collection,TX715.2 M53 E23x 1976,1976,Item in place,Book,990018591590102756
"Book By St. Matthew Lutheran Church (Monticello, Iowa) (Monticello, Iowa : Sharon Kromminga's Iowa Design Studio : 1991.)","Monticello, Iowa) (Monticello, Iowa : Sharon Kromminga's Iowa Design Studio : 1991.)",St. Matthew Lutheran Church,"Favorite recipes : favorite recipes of St. Matthew Lutheran Church Women of Monticello, Iowa for a project of St. Matthew's Youth Groups [led] by Carla Overgaard.",,PARKS General Collection,TX715.2 M53 F3847x 1991,1991,Item in place,Book,990016259380102756
"Book By Ames City Employee Care Fund. ([Ames, Iowa] : [City of Ames employees?], 1998.)","[Ames, Iowa] : [City of Ames employees?], 1998.)",Ames City Employee Care Fund.,City of Ames employee care fund cookbook.,,PARKS General Collection,TX715.2 M53 C525x 1998,1998,Item in place,Book,990016156240102756
"Book By Herb Gatherers (East Norriton, Penn.) (Audubon, Iowa : Jumbo Jack's Cookbooks, 1995.)","East Norriton, Penn.) (Audubon, Iowa : Jumbo Jack's Cookbooks, 1995.)",Herb Gatherers,A celebration of herbs cookbook,The Herb Gatherers.,PARKS General Collection,TX819 H4 C455x 1995,1995,Item in place,Book,990018548700102756
"Book By Peoria Christian School (Pella, Iowa) Cookbook Committee. (Iowa Falls, Iowa : General Publishing and Binding, 1986.)","Pella, Iowa) Cookbook Committee. (Iowa Falls, Iowa : General Publishing and Binding, 1986.)",Peoria Christian School,Peoria Christian School,"[Cookbook Committee of the Peoria Christian School, Pella, Iowa]",PARKS General Collection,TX715.2 M53 P464x 1986,1986,Item in place,Book,990016726710102756
"Book By Marion Christian Church (Marion, Iowa). (Deep River, Iowa : Brennan Printing, 1983.)","Marion, Iowa). (Deep River, Iowa : Brennan Printing, 1983.)",Marion Christian Church,Marion Christian Church 140th anniversary cookbook,"[Marion Christian Church, Cookbook Committee].",PARKS General Collection,TX715.2 M53 M38x 1983,1983,Item in place,Book,990016437630102756
"Book By Iowa Machine Shed (Restaurant). (Audubon, Iowa : Jumbo Jack's Cookbooks, 1989?)","Restaurant). (Audubon, Iowa : Jumbo Jack's Cookbooks, 1989?)",Iowa Machine Shed,Farm style cooking,the [Iowa] Machine Shed.,PARKS General Collection,TX715.2 M53 F37x 1989,1989,Item in place,Book,990016221390102756
"Book By Long Grove Civic League. (Long Grove, Ia : Deep River, Ia. : Long Grove Civic League ; [1996])","Long Grove, Ia : Deep River, Ia. : Long Grove Civic League ; [1996])",Long Grove Civic League.,From the cozy kitchens of Long Grove Iowa.,,PARKS General Collection,TX715.2 M53 F7625x 1996,1996,Item in place,Book,990019095940102756
"Book By Adel Sesquicentennial Cookbook Committee (Adel, Iowa) ([Adel, IA (c/o Main Street Adel, P.O. Box 73, Adel 50003)] : [Mail orders to Adel Sesquicentennial], [1996])","Adel, Iowa) ([Adel, IA (c/o Main Street Adel, P.O. Box 73, Adel 50003)] : [Mail orders to Adel Sesquicentennial], [1996])",Adel Sesquicentennial Cookbook Committee,"The Adel sesquicentennial cookbook, 1847-1997",[compiled by the Adel Sesquicentennial Cookbook Committee] ; with illustrations of the Adel Community by William Wagner.,PARKS General Collection,TX715.2 M53 A34x 1996,1996,Item in place,Book,990015921990102756
"Book By American Legion. Auxiliary. Unit #37 (Ames, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1979.)","Ames, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1979.)",American Legion. Auxiliary. Unit #37,"Favorite recipes of Unit #37, American Legion Auxiliary, Ames, Iowa, 1979-1980.",,PARKS General Collection,TX715.2 M53 F3863x 1979,1979,Item in place,Book,990018655970102756
"Book By Zion Lutheral Church Circle No. 3. (Ruthven, Iowa) ([Place of publication not identified] : [publisher not identified], [date of publication not identified])","Ruthven, Iowa) ([Place of publication not identified] : [publisher not identified], [date of publication not identified])",Zion Lutheral Church Circle No. 3.,Favorite recipes,"[Zion Lutheral Church Circle No. 3., Ruthven, Iowa?]",PARKS General Collection,TX715.2 M53 F3865x,TX715.2 M53 F3865x,Item in place,Book,990018885030102756
"Book By Sacred Heart Catholic Church (Fillmore, Iowa) (Dubuque, Iowa : Economy Mail Service, [date of publication not identified])","Fillmore, Iowa) (Dubuque, Iowa : Economy Mail Service, [date of publication not identified])",Sacred Heart Catholic Church,Fillmore favorites,"[compiled by the Cookbook Committee, Sacred Heart Church, Fillmore, Iowa]",PARKS General Collection,TX715.2 M53 F55x,TX715.2 M53 F55x,Item in place,Book,990016392880102756
"Book By Maytag Company. (Newton, Iowa : Maytag Company, [1956])","Newton, Iowa : Maytag Company, [1956])",Maytag Company.,Maytag dutch oven range instruction and cook book.,,PARKS Special Collections,TX840 D88 M39x 1956,1956,Item in place,Book,990019579040102756
"Book By Cookbook Committee (Appanoose County, Iowa) (Deep River, Iowa : Brennan Printing, 1995.)","Appanoose County, Iowa) (Deep River, Iowa : Brennan Printing, 1995.)",Cookbook Committee,Appanoose County cookbook,[compiled by the Cookbook Committee].,PARKS General Collection,TX715.2 M53 A67x 1995,1995,Item in place,Book,990018545020102756
"Book By Junior League of Waterloo-Cedar Falls. (Waterloo, Iowa : Junior League of Waterloo-Cedar Falls, Inc., 1978.)","Waterloo, Iowa : Junior League of Waterloo-Cedar Falls, Inc., 1978.)",Junior League of Waterloo-Cedar Falls.,"Buttercups and brandy : recipes collected and tested by the Junior League of Waterloo-Cedar Falls, Iowa.",,PARKS General Collection,TX715.2 M53 B889x 1978,1978,Item in place,Book,990018549910102756
"Book By Central Presbyterian Church (Nevada, Iowa) (Audubon, Iowa : Jumbo Jack's Cookbook Co., 1987.)","Nevada, Iowa) (Audubon, Iowa : Jumbo Jack's Cookbook Co., 1987.)",Central Presbyterian Church,Central Presbyterian Church,"[compiled by Presbyterian Women of the Central Presbyterian Church, Nevada, Iowa]",PARKS General Collection,TX715.2 M53 C472x 1987,1987,Item in place,Book,990017122010102756
"Book By St. Anthony Catholic Church (Knoxville, Iowa). Altar and Rosary Society. (Knoxville, Iowa : St. Anthony's Altar and Rosary Society, 1996.)","Knoxville, Iowa). Altar and Rosary Society. (Knoxville, Iowa : St. Anthony's Altar and Rosary Society, 1996.)",St. Anthony Catholic Church,St. Anthony's Altar and Rosary Society cookbook.,,PARKS General Collection,TX715.2 M53 S2527x 1996,1996,Item in place,Book,990015973340102756
"Book By Lee County 4-H (Lee County, Iowa). Cookbook Committee. (Lenexa, Kan. : Cookbook Publishers, [1982])","Lee County, Iowa). Cookbook Committee. (Lenexa, Kan. : Cookbook Publishers, [1982])",Lee County 4-H,4H cook book : Lee County 4-H blue ribbon recipes,[Lee County 4-H Cookbook Committee].,PARKS Special Collections,TX715.2 M53 A1328x 1982,1982,Item in place,Book,990016745390102756
"Book By Iowa Porkettes. (Audubon, Iowa : Jumbo Jack's, 1991.)","Audubon, Iowa : Jumbo Jack's, 1991.)",Iowa Porkettes.,Heartland fantastic flavors-- Iowa pork,Iowa Porkettes [and] circle of friends.,PARKS General Collection,TX715.2 M53 H4288x 1991,1991,Item in place,Book,990018549850102756
"Book (Iowa Falls, Iowa : General Publishing and Binding, 1982.)","Iowa Falls, Iowa : General Publishing and Binding, 1982.)",Book,Coggon : 125 years,[compiled by Elaine Casey ... and others].,PARKS General Collection,TX715.2 M53 C64x 1982,1982,Item in place,Book,990016300970102756
"Book By First United Presbyterian Church (Montezuma, Iowa). New Life Guild. ([Place of publication not identified] : Watson Litho Printing, 1979.)","Montezuma, Iowa). New Life Guild. ([Place of publication not identified] : Watson Litho Printing, 1979.)",First United Presbyterian Church,"Favorite recipes of the First United Presbyterian Church of Montezuma, Iowa, and friends","[New Life Guild, First United Presbyterian Church of Montezuma, Iowa].",PARKS General Collection,TX715.2 M53 F3852x 1979,1979,Item in place,Book,990016437610102756
"Book By Cystic Fibrosis Support Association (Ames, Iowa) (Audubon, Iowa : Jumbo Jack's Cookbook Company, [1980-1989].)","Ames, Iowa) (Audubon, Iowa : Jumbo Jack's Cookbook Company, [1980-1989].)",Cystic Fibrosis Support Association,Easy and elegant,"[Cystic Fibrosis Support Association, Inc. Ames, Iowa].",PARKS General Collection,TX715.2 M53 E275x 1980,1980,Item in place,Book,990016805120102756
"Book By Monroe County Farm Bureau (Iowa). (Audubon, Iowa : Jumbo Jack's Cookbook Co., 1987.)","Iowa). (Audubon, Iowa : Jumbo Jack's Cookbook Co., 1987.)",Monroe County Farm Bureau,Monroe County Farm Bureau women.,,PARKS General Collection,TX715.2 M53 M63x 1987,1987,Item in place,Book,990016215660102756
"Book By Central Reformed Church (Oskaloosa, Iowa). (Lenexa, Kan. : Cookbook Publishers, Inc., [1984])","Oskaloosa, Iowa). (Lenexa, Kan. : Cookbook Publishers, Inc., [1984])",Central Reformed Church,Food for the flock,"[Central Reformed Church, Oskaloosa, Iowa]",PARKS General Collection,TX715.2 M53 F6624x 1984,1984,Item in place,Book,990016335760102756
"Book By Lund, JoAnna M. (New York, NY : Perigee Book, 1996.)","New York, NY : Perigee Book, 1996.)","Lund, JoAnna M.",The diabetic's healthy exchanges cookbook,Joanna M. Lund ; introduction by Janet Meirelles ; diabetic exchanges calculated by Rose Hoenig.,PARKS General Collection,RC662 L86 1996,1996,Item in place,Book,990018504180102756
